id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar;len_serie1;len_serie2
46;La Rioja;V__URP_03_PORC;H__14_06_PORC;Area Rural disperso PORC;Leña o carbón PORC;0.925;0.925;489.421;316;316
46;La Rioja;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.930;0.930;487.189;316;316
46;La Rioja;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.996;0.996;344.592;316;316
46;La Rioja;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.971;0.971;432.072;316;316
46;La Rioja;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.907;0.907;-376.689;316;316
46;La Rioja;V__INMAT_04_PORC;H__06_07_PORC;Calidad 4 PORC;Caña, palma, tabla o paja con o sin barro PORC;0.939;0.939;295.705;316;316
46;La Rioja;V__INMAT_04_PORC;V__INCALCONS_03_PORC;Calidad 4 PORC;Calidad constructiva Insuficiente PORC;0.908;0.908;246.594;316;316
46;La Rioja;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.935;0.935;91.764;316;316
46;La Rioja;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.926;0.926;484.180;316;316
46;La Rioja;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.996;0.996;344.592;316;316
46;La Rioja;H__08_02_PORC;H__11_01_PORC;Fuera de la vivienda pero dentro del terreno PORC;Si tiene cadena y mochila en el baño PORC;-0.900;0.900;-289.749;316;316
42;La Pampa;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.991;0.991;463.656;769;769
42;La Pampa;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.979;0.979;1535.937;769;769
42;La Pampa;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.922;0.922;285.543;769;769
42;La Pampa;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.991;0.991;463.656;769;769
42;La Pampa;H__13_01_PORC;H__ALGUNBI_01_PORC;De uso exclusivo del hogar PORC;Sin NBI PORC;0.917;0.917;149.357;769;769
42;La Pampa;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.968;0.968;146.364;769;769
42;La Pampa;H__14_01_PORC;V__URP_03_PORC;Gas de red PORC;Area Rural disperso PORC;-0.902;0.902;-1884.137;769;769
42;La Pampa;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.979;0.979;1535.937;769;769
42;La Pampa;V__URP_03_PORC;H__14_01_PORC;Area Rural disperso PORC;Gas de red PORC;-0.902;0.902;-1884.137;769;769
42;La Pampa;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.993;0.993;541.243;769;769
42;La Pampa;H__ALGUNBI_01_PORC;H__13_01_PORC;Sin NBI PORC;De uso exclusivo del hogar PORC;0.917;0.917;149.357;769;769
42;La Pampa;H__ALGUNBI_01_PORC;H__10_01_PORC;Sin NBI PORC;HOGAR SI Tiene baño o letrina PORC;0.942;0.942;148.970;769;769
42;La Pampa;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.922;0.922;285.543;769;769
42;La Pampa;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.968;0.968;146.364;769;769
42;La Pampa;H__10_01_PORC;H__ALGUNBI_01_PORC;HOGAR SI Tiene baño o letrina PORC;Sin NBI PORC;0.942;0.942;148.970;769;769
42;La Pampa;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.993;0.993;541.243;769;769
2;CABA;H__14_06_PORC;H__08_03_PORC;Leña o carbón PORC;Fuera del terreno PORC;0.915;0.915;1.499;3553;3553
2;CABA;H__ALGUNBI_02_PORC;H__13_01_PORC;Al menos un indicador NBI PORC;De uso exclusivo del hogar PORC;-0.902;0.902;-84.119;3553;3553
2;CABA;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.926;0.926;-58.510;3553;3553
2;CABA;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.929;0.929;105.061;3553;3553
2;CABA;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.920;0.920;-104.389;3553;3553
2;CABA;V__INCALSERV_02_PORC;H__12_02_PORC;Calidad de Servicios Basicos Basico PORC;A cámara séptica y pozo ciego PORC;0.960;0.960;1.853;3553;3553
2;CABA;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.926;0.926;-58.510;3553;3553
2;CABA;H__08_03_PORC;H__14_06_PORC;Fuera del terreno PORC;Leña o carbón PORC;0.915;0.915;1.499;3553;3553
2;CABA;H__INDHAC_05_PORC;H__19D_02_PORC;2.00 - 3.00 personas por cuarto PORC;Sin teléfono de línea PORC;0.911;0.911;113.635;3553;3553
2;CABA;H__INDHAC_05_PORC;H__19D_01_PORC;2.00 - 3.00 personas por cuarto PORC;Con teléfono de línea PORC;-0.906;0.906;-113.393;3553;3553
2;CABA;H__19D_02_PORC;H__INDHAC_05_PORC;Sin teléfono de línea PORC;2.00 - 3.00 personas por cuarto PORC;0.911;0.911;113.635;3553;3553
2;CABA;H__07_02_PORC;H__14_04_PORC;Sin revestimiento interior o cielorraso del techo PORC;Gas en garrafa PORC;0.906;0.906;202.869;3553;3553
2;CABA;H__07_02_PORC;V__INMAT_02_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad 2 PORC;0.901;0.901;97.406;3553;3553
2;CABA;H__07_02_PORC;H__05_02_PORC;Sin revestimiento interior o cielorraso del techo PORC;Cemento o ladrillo fijo PORC;0.906;0.906;116.310;3553;3553
2;CABA;H__11_02_PORC;H__05_01_PORC;No tiene cadena y mochila en el baño PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.900;0.900;-61.462;3553;3553
2;CABA;H__11_02_PORC;H__05_02_PORC;No tiene cadena y mochila en el baño PORC;Cemento o ladrillo fijo PORC;0.910;0.910;57.620;3553;3553
2;CABA;V__02_01_PORC;V__INCALSERV_01_PORC;Con personas presentes PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.907;0.907;100.328;3553;3553
2;CABA;H__05_01_PORC;H__11_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;No tiene cadena y mochila en el baño PORC;-0.900;0.900;-61.462;3553;3553
2;CABA;H__05_01_PORC;H__14_04_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Gas en garrafa PORC;-0.920;0.920;-177.733;3553;3553
2;CABA;H__05_01_PORC;H__14_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Gas de red PORC;0.923;0.923;190.170;3553;3553
2;CABA;H__05_01_PORC;H__07_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con revestimiento interior o cielorraso del techo PORC;0.911;0.911;126.960;3553;3553
2;CABA;H__14_04_PORC;H__07_02_PORC;Gas en garrafa PORC;Sin revestimiento interior o cielorraso del techo PORC;0.906;0.906;202.869;3553;3553
2;CABA;H__14_04_PORC;H__05_01_PORC;Gas en garrafa PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.920;0.920;-177.733;3553;3553
2;CABA;H__14_04_PORC;H__05_02_PORC;Gas en garrafa PORC;Cemento o ladrillo fijo PORC;0.953;0.953;170.693;3553;3553
2;CABA;V__INMAT_02_PORC;H__07_02_PORC;Calidad 2 PORC;Sin revestimiento interior o cielorraso del techo PORC;0.901;0.901;97.406;3553;3553
2;CABA;H__13_01_PORC;H__ALGUNBI_02_PORC;De uso exclusivo del hogar PORC;Al menos un indicador NBI PORC;-0.902;0.902;-84.119;3553;3553
2;CABA;H__13_01_PORC;H__ALGUNBI_01_PORC;De uso exclusivo del hogar PORC;Sin NBI PORC;0.918;0.918;86.763;3553;3553
2;CABA;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.929;0.929;105.061;3553;3553
2;CABA;H__14_01_PORC;H__05_01_PORC;Gas de red PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.923;0.923;190.170;3553;3553
2;CABA;H__14_01_PORC;H__05_02_PORC;Gas de red PORC;Cemento o ladrillo fijo PORC;-0.927;0.927;-177.123;3553;3553
2;CABA;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.920;0.920;-104.389;3553;3553
2;CABA;H__05_02_PORC;H__07_02_PORC;Cemento o ladrillo fijo PORC;Sin revestimiento interior o cielorraso del techo PORC;0.906;0.906;116.310;3553;3553
2;CABA;H__05_02_PORC;H__11_02_PORC;Cemento o ladrillo fijo PORC;No tiene cadena y mochila en el baño PORC;0.910;0.910;57.620;3553;3553
2;CABA;H__05_02_PORC;H__14_04_PORC;Cemento o ladrillo fijo PORC;Gas en garrafa PORC;0.953;0.953;170.693;3553;3553
2;CABA;H__05_02_PORC;H__14_01_PORC;Cemento o ladrillo fijo PORC;Gas de red PORC;-0.927;0.927;-177.123;3553;3553
2;CABA;V__INCALSERV_01_PORC;V__02_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;Con personas presentes PORC;0.907;0.907;100.328;3553;3553
2;CABA;H__12_02_PORC;V__INCALSERV_02_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Basico PORC;0.960;0.960;1.853;3553;3553
2;CABA;H__07_01_PORC;H__05_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.911;0.911;126.960;3553;3553
2;CABA;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.981;0.981;187.223;3553;3553
2;CABA;H__ALGUNBI_01_PORC;H__13_01_PORC;Sin NBI PORC;De uso exclusivo del hogar PORC;0.918;0.918;86.763;3553;3553
2;CABA;H__19D_01_PORC;H__INDHAC_05_PORC;Con teléfono de línea PORC;2.00 - 3.00 personas por cuarto PORC;-0.906;0.906;-113.393;3553;3553
2;CABA;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.981;0.981;187.223;3553;3553
6;Buenos Aires;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.960;0.960;362.137;19552;19552
6;Buenos Aires;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.938;0.938;1471.568;19552;19552
6;Buenos Aires;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.923;0.923;-202.886;19552;19552
6;Buenos Aires;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.906;0.906;250.630;19552;19552
6;Buenos Aires;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.923;0.923;-202.886;19552;19552
6;Buenos Aires;V__INCALCONS_03_PORC;H__11_02_PORC;Calidad constructiva Insuficiente PORC;No tiene cadena y mochila en el baño PORC;0.938;0.938;178.881;19552;19552
6;Buenos Aires;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.938;0.938;178.881;19552;19552
6;Buenos Aires;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.960;0.960;362.137;19552;19552
6;Buenos Aires;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.906;0.906;250.630;19552;19552
6;Buenos Aires;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.908;0.908;257.768;19552;19552
6;Buenos Aires;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.908;0.908;257.768;19552;19552
6;Buenos Aires;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.938;0.938;1471.568;19552;19552
6;Buenos Aires;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.992;0.992;432.167;19552;19552
6;Buenos Aires;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.992;0.992;432.167;19552;19552
74;San Luis;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.983;0.983;1566.039;656;656
74;San Luis;V__V00_02_PORC;V__01_09_PORC;Hogar de menores PORC;Persona/s viviendo en la calle PORC;0.938;0.938;0.042;656;656
74;San Luis;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.931;0.931;487.854;656;656
74;San Luis;V__01_09_PORC;V__V00_02_PORC;Persona/s viviendo en la calle PORC;Hogar de menores PORC;0.938;0.938;0.042;656;656
74;San Luis;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.948;0.948;398.275;656;656
74;San Luis;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.918;0.918;-385.164;656;656
74;San Luis;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.936;0.936;105.951;656;656
74;San Luis;V__TIPVV_01_PORC;V__V00_07_PORC;Viviendas particulares PORC;Cuartel PORC;-0.913;0.913;-1.239;656;656
74;San Luis;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.911;0.911;-443.470;656;656
74;San Luis;V__V00_07_PORC;V__TIPVV_01_PORC;Cuartel PORC;Viviendas particulares PORC;-0.913;0.913;-1.239;656;656
74;San Luis;V__V00_07_PORC;V__TIPVV_02_PORC;Cuartel PORC;Viviendas colectivas PORC;0.913;0.913;1.239;656;656
74;San Luis;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.901;0.901;640.409;656;656
74;San Luis;H__13_01_PORC;H__ALGUNBI_01_PORC;De uso exclusivo del hogar PORC;Sin NBI PORC;0.923;0.923;158.425;656;656
74;San Luis;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.948;0.948;398.275;656;656
74;San Luis;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.918;0.918;-385.164;656;656
74;San Luis;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.936;0.936;388.236;656;656
74;San Luis;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.936;0.936;388.236;656;656
74;San Luis;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.983;0.983;1566.039;656;656
74;San Luis;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.901;0.901;640.409;656;656
74;San Luis;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.995;0.995;615.042;656;656
74;San Luis;H__ALGUNBI_01_PORC;H__13_01_PORC;Sin NBI PORC;De uso exclusivo del hogar PORC;0.923;0.923;158.425;656;656
74;San Luis;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.931;0.931;487.854;656;656
74;San Luis;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.911;0.911;-443.470;656;656
74;San Luis;V__TIPVV_02_PORC;V__V00_07_PORC;Viviendas colectivas PORC;Cuartel PORC;0.913;0.913;1.239;656;656
74;San Luis;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.936;0.936;105.951;656;656
74;San Luis;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.995;0.995;615.042;656;656
70;San Juan;H__06_05_PORC;V__INMAT_03_PORC;Chapa fibrocemento o plástico PORC;Calidad 3 PORC;0.911;0.911;19.495;701;701
70;San Juan;H__06_07_PORC;V__INCALCONS_03_PORC;Caña, palma, tabla o paja con o sin barro PORC;Calidad constructiva Insuficiente PORC;0.939;0.939;537.247;701;701
70;San Juan;H__06_07_PORC;V__INMAT_04_PORC;Caña, palma, tabla o paja con o sin barro PORC;Calidad 4 PORC;0.952;0.952;512.292;701;701
70;San Juan;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.986;0.986;1126.224;701;701
70;San Juan;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.962;0.962;369.041;701;701
70;San Juan;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.919;0.919;206.396;701;701
70;San Juan;V__TIPVV_01_PORC;V__V00_04_PORC;Viviendas particulares PORC;Campamento/obrador PORC;-0.932;0.932;-2.174;701;701
70;San Juan;P__08_03_PORC;P__07_02_PORC;Nunca asistio PORC;No sabe leer y escribir PORC;0.907;0.907;6.234;701;701
70;San Juan;V__INCALSERV_02_PORC;H__12_02_PORC;Calidad de Servicios Basicos Basico PORC;A cámara séptica y pozo ciego PORC;0.939;0.939;512.204;701;701
70;San Juan;V__INCALCONS_03_PORC;H__06_07_PORC;Calidad constructiva Insuficiente PORC;Caña, palma, tabla o paja con o sin barro PORC;0.939;0.939;537.247;701;701
70;San Juan;V__INCALCONS_03_PORC;V__INMAT_04_PORC;Calidad constructiva Insuficiente PORC;Calidad 4 PORC;0.990;0.990;466.784;701;701
70;San Juan;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.919;0.919;206.396;701;701
70;San Juan;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.923;0.923;236.662;701;701
70;San Juan;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.923;0.923;-236.662;701;701
70;San Juan;P__01_03_PORC;P__08_02_PORC;Hijo(a) / Hijastro(a) PORC;Asistió PORC;-0.901;0.901;-46.220;701;701
70;San Juan;H__19D_02_PORC;H__05_01_PORC;Sin teléfono de línea PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.912;0.912;-690.359;701;701
70;San Juan;H__19D_02_PORC;H__19B_02_PORC;Sin teléfono de línea PORC;Sin computadora PORC;0.904;0.904;448.438;701;701
70;San Juan;H__19D_02_PORC;H__19B_01_PORC;Sin teléfono de línea PORC;Con computadora PORC;-0.904;0.904;-448.438;701;701
70;San Juan;P__07_02_PORC;P__08_03_PORC;No sabe leer y escribir PORC;Nunca asistio PORC;0.907;0.907;6.234;701;701
70;San Juan;H__07_02_PORC;V__INCALCONS_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad constructiva Satisfactoria PORC;-0.939;0.939;-536.468;701;701
70;San Juan;H__07_02_PORC;V__INMAT_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad 1 PORC;-0.941;0.941;-538.021;701;701
70;San Juan;H__11_02_PORC;H__08_01_PORC;No tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;-0.921;0.921;-271.201;701;701
70;San Juan;P__08_02_PORC;P__01_03_PORC;Asistió PORC;Hijo(a) / Hijastro(a) PORC;-0.901;0.901;-46.220;701;701
70;San Juan;V__INMAT_03_PORC;H__06_05_PORC;Calidad 3 PORC;Chapa fibrocemento o plástico PORC;0.911;0.911;19.495;701;701
70;San Juan;H__05_01_PORC;H__19D_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Sin teléfono de línea PORC;-0.912;0.912;-690.359;701;701
70;San Juan;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.912;0.912;620.538;701;701
70;San Juan;H__05_01_PORC;H__19D_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Con teléfono de línea PORC;0.912;0.912;690.359;701;701
70;San Juan;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.914;0.914;622.889;701;701
70;San Juan;V__INCALCONS_02_PORC;V__INMAT_02_PORC;Calidad constructiva Basico PORC;Calidad 2 PORC;0.946;0.946;208.537;701;701
70;San Juan;V__INMAT_02_PORC;V__INCALCONS_02_PORC;Calidad 2 PORC;Calidad constructiva Basico PORC;0.946;0.946;208.537;701;701
70;San Juan;H__19B_02_PORC;P__09_02_PORC;Sin computadora PORC;Primario PORC;0.923;0.923;236.662;701;701
70;San Juan;H__19B_02_PORC;H__19D_02_PORC;Sin computadora PORC;Sin teléfono de línea PORC;0.904;0.904;448.438;701;701
70;San Juan;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.958;0.958;-318.618;701;701
70;San Juan;H__19B_02_PORC;H__19D_01_PORC;Sin computadora PORC;Con teléfono de línea PORC;-0.904;0.904;-448.438;701;701
70;San Juan;H__19B_01_PORC;P__09_02_PORC;Con computadora PORC;Primario PORC;-0.923;0.923;-236.662;701;701
70;San Juan;H__19B_01_PORC;H__19D_02_PORC;Con computadora PORC;Sin teléfono de línea PORC;-0.904;0.904;-448.438;701;701
70;San Juan;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.958;0.958;318.618;701;701
70;San Juan;H__19B_01_PORC;H__19D_01_PORC;Con computadora PORC;Con teléfono de línea PORC;0.904;0.904;448.438;701;701
70;San Juan;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.958;0.958;-318.618;701;701
70;San Juan;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.958;0.958;318.618;701;701
70;San Juan;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.986;0.986;1126.224;701;701
70;San Juan;H__12_02_PORC;V__INCALSERV_02_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Basico PORC;0.939;0.939;512.204;701;701
70;San Juan;V__V00_04_PORC;V__TIPVV_01_PORC;Campamento/obrador PORC;Viviendas particulares PORC;-0.932;0.932;-2.174;701;701
70;San Juan;V__V00_04_PORC;V__TIPVV_02_PORC;Campamento/obrador PORC;Viviendas colectivas PORC;0.932;0.932;2.174;701;701
70;San Juan;H__07_01_PORC;V__INCALCONS_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Calidad constructiva Satisfactoria PORC;0.939;0.939;536.468;701;701
70;San Juan;H__07_01_PORC;V__INMAT_01_PORC;Con revestimiento interior o cielorraso del techo PORC;Calidad 1 PORC;0.941;0.941;538.021;701;701
70;San Juan;V__INCALCONS_01_PORC;H__07_02_PORC;Calidad constructiva Satisfactoria PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.939;0.939;-536.468;701;701
70;San Juan;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.912;0.912;620.538;701;701
70;San Juan;V__INCALCONS_01_PORC;H__07_01_PORC;Calidad constructiva Satisfactoria PORC;Con revestimiento interior o cielorraso del techo PORC;0.939;0.939;536.468;701;701
70;San Juan;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.998;0.998;542.420;701;701
70;San Juan;H__19D_01_PORC;H__05_01_PORC;Con teléfono de línea PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.912;0.912;690.359;701;701
70;San Juan;H__19D_01_PORC;H__19B_02_PORC;Con teléfono de línea PORC;Sin computadora PORC;-0.904;0.904;-448.438;701;701
70;San Juan;H__19D_01_PORC;H__19B_01_PORC;Con teléfono de línea PORC;Con computadora PORC;0.904;0.904;448.438;701;701
70;San Juan;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.962;0.962;369.041;701;701
70;San Juan;H__08_01_PORC;H__11_02_PORC;Por cañeria dentro de la vivienda PORC;No tiene cadena y mochila en el baño PORC;-0.921;0.921;-271.201;701;701
70;San Juan;V__TIPVV_02_PORC;V__V00_04_PORC;Viviendas colectivas PORC;Campamento/obrador PORC;0.932;0.932;2.174;701;701
70;San Juan;V__INMAT_04_PORC;H__06_07_PORC;Calidad 4 PORC;Caña, palma, tabla o paja con o sin barro PORC;0.952;0.952;512.292;701;701
70;San Juan;V__INMAT_04_PORC;V__INCALCONS_03_PORC;Calidad 4 PORC;Calidad constructiva Insuficiente PORC;0.990;0.990;466.784;701;701
70;San Juan;V__INMAT_01_PORC;H__07_02_PORC;Calidad 1 PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.941;0.941;-538.021;701;701
70;San Juan;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.914;0.914;622.889;701;701
70;San Juan;V__INMAT_01_PORC;H__07_01_PORC;Calidad 1 PORC;Con revestimiento interior o cielorraso del techo PORC;0.941;0.941;538.021;701;701
70;San Juan;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.998;0.998;542.420;701;701
90;Tucumán;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.909;0.909;184.469;1717;1717
90;Tucumán;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.981;0.981;1442.839;1717;1717
90;Tucumán;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.942;0.942;658.521;1717;1717
90;Tucumán;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.946;0.946;335.173;1717;1717
